article_text,category
"Rueil-Malmaison, France — MY family has a problem with time.It isn’t so much an issue with making time or finding time or being on time. And it certainly doesn’t have anything to do with killing time, flying time or having a good time.No, our family’s problem with time is simpler: We think it’s wrong.Specifically, we think French time is incorrect for all but a few weeks each year. The two exceptions — those weeks when the time is right, you might say — come in late March and in late October. What happens then? Well, in the spring the United States begins daylight saving time several weeks before most of Europe, while in the autumn — this week, in fact — most of Europe ends daylight saving time a week before the United States. Admittedly, some might find this revelation irrelevant, but let me assure you: For airline pilots, trans-Atlantic travelers and the significant number of American expatriates in Europe, these glorious weeks are God’s time.Consider: For those of us living in France while, say, our mothers remain in New York, a five-hour time difference instead of six means a phone call made on the way to school pickup syncs perfectly with Grandma’s morning tea instead of perfectly with Grandma’s morning shower (right idea, wrong time). Yes, we are still roughly 3,599 miles from New Rochelle, N.Y., but for a few days the distance feels much smaller.Another plus, according to a friend, is that weeks like these are a gift for live-streaming the late N.F.L. game that he said usually starts at 2:30 a.m. — way too late to justify to his wife —but now kicks off just 30 minutes past 1, which is, I’m told, much more palatable.",sports
"The second is antitrust. When Standard Oil, in the early 1900s, controlled 90 percent of oil refinery capacity in the United States, the federal government used its antitrust power to break it up into more than 30 smaller companies. A similar breakup was imposed 70 years later on AT&T.Still, there is a problem with traditional antitrust policy when looked at through the lens of network externalities: It focuses only on consumers’ benefits from competition. But consumers love Google and Facebook since they do not pay a dime for their services.What many users do not fully appreciate is that they do pay for these services, in the form of very valuable information. And those who appreciate this cost have no choice: There is no major search engine that does not store our past searches or collect information on our activities, and there is no significant social media platform that does not retain our preferences. That is the cost of using these technologies. Lack of competition also means lack of choice, which is ultimately lack of freedom. But what can be done?For a 21st-century problem, we suggest a 21st-century solution: a reallocation of property rights via legislation to provide more incentives to compete. In fact, the idea is not new. Patent law, for example, attributes the right to an invention to the company a scientist works for, to motivate companies to invest in research and development. Similarly, in the mobile industry, most countries have established that a cellphone number belongs to a customer, not the mobile phone provider. This redefinition of property rights (in jargon called “number portability”) makes it easier to switch carriers, fostering competition by other carriers and reducing prices for consumers.The same is possible in the social network space. It is sufficient to reassign to each customer the ownership of all the digital connections that she creates — what is known as a “social graph.” If we owned our own social graph, we could sign into a Facebook competitor — call it MyBook — and, through that network, instantly reroute all our Facebook friends’ messages to MyBook, as we reroute a phone call.",business
"Gone are most of the Cuban boticas, where the pharmacists eagerly doled out prescription-free antibiotics to Cuban customers. Gone, too, are the long trail of Cuban restaurants, like Casablanca and Ayestarán, that snaked up or just off Eighth and Flagler Streets, where we gorged on boniato (a Cuban sweet potato) and tasajo (beef stewed with citrus). A few barber shops remain, but none have the charm of Nenito and the Cuban special: a shave and a robust anti-Castro tirade.They’ve been replaced by Nicaraguan and Honduran restaurants offering heaping portions of fritangas and baleadas, shoehorned between pawn shops and check cashing joints. More than half the neighborhood’s residents are now Central and South Americans.In many ways, it’s tougher for them. Those who fled the strife of revolution, civil war and the drug war in Central America were not all welcomed and granted legal status, as is the case for Cuban immigrants who reach American shores. Many are poorer and less educated than their Cuban counterparts, too.Newsletter Sign Up Continue reading the main story Please verify you're not a robot by clicking the box. Invalid email address. Please re-enter. You must select a newsletter to subscribe to. Sign Up You will receive emails containing news content , updates and promotions from The New York Times. You may opt-out at any time. You agree to receive occasional updates and special offers for The New York Times's products and services. Thank you for subscribing. An error has occurred. Please try again later. View all New York Times newsletters.The changes were inevitable. After all, Little Havana was once a Jewish neighborhood with synagogues. Greeks lived here, too, which is why a Greek Orthodox cathedral sits nearby. History dictates that one group of immigrants replaces the next; I get it. But for me this transition is filled with melancholy. Memories fade, then disappear.Calle OchoOr they are recast and mingled with the new.At the hub of Calle Ocho, around 10th Avenue, a refreshing kind of second-generation Cuban cool has settled. I step inside the popular Azucar ice cream parlor, where the owner, Suzy Battle, has fused her grandmother’s homemade ice cream recipes with Cuban flavors, like guava, and galleticas Maria, which she lovingly calls Abuela Maria after her grandmother, and which I lovingly savor.The owner of the 1930s building that houses Azucar is another grandchild of Cuban exiles, Bill Fuller. He and his partners are scooping up properties. They are hoping to buff up and preserve the kind of low-scale architecture that commands you to slow down and linger — the buildings with porches, stoops and charm. But, like Ms. Battle, he is trying to fuse the past with the present, and has plans for a hotel, restaurants and art galleries (some exist already).Advertisement Continue reading the main storyIn the evenings, people pour into Ball and Chain, a 1930s-era jazz club. Chet Baker played there. So did Billie Holiday and Count Basie, until the Count shut down the place in 1957 with a lawsuit accusing the owner of stiffing him. Now, the club looking as it did then, a Miami crowd — not necessarily locals or tourists — sips “pastelito daiquiris” and listens to live Latin music. By day, the club’s drummers sit on the sidewalk slapping their congas.The block’s anchor is the graceful Art Deco Tower Theater, where my brother and his friends escaped the heat watching Saturday morning cartoons and learning English from James Bond and John Wayne. Now run by Miami-Dade College, it’s where my friends and I go for the latest French, Cuban or German films — another sign of both our evolving tastes and the neighborhood’s own changes.But these experiences are rare. Most of Little Havana (not unlike Havana itself) is still caught between kitsch and decay, and those trying to redefine the neighborhood must wrestle with both.Tourists come in droves now, drawn to the cigars, rum, music and guayaberas. They step off the double-decker bus and wander into the new tourist center. They watch the old men playing dominoes, like Rene Janeiro, 92, a legendary Little League coach who also made a few attempts by boat to overthrow Fidel Castro.This fishbowl version of Little Havana never seemed plausible to the locals who grew up here. “Before you didn’t, quote, go to Little Havana — nobody did,” said Mr. Encenat, who lived not far from Flagler Street and attended local schools. “You just stopped by for some congri” — rice and beans.",politics
"PhotoGood Monday morning from Washington, where questions have followed President Obama and Congress back to town. Can the president work with the Republican majorities? And can Republicans take advantage of the power they hold to pass the legislation they want? With Mike Huckabee giving up his Fox show, another contestant has joined the presidential guessing game. And we remember the lives of former Gov. Mario Cuomo of New York and former Senator Edward W. Brooke III of Massachusetts.The 114th Congress convenes this week, and Republicans will rule the roost for the first time since 2006, with potent majorities in both the House and the Senate.Now the big question: Can the party’s leadership hold fractious lawmakers together to effectively exert their new power?The first test comes on Tuesday when Speaker John A. Boehner faces a rebellion of sorts, with a handful of very conservative Republicans declaring that they will not support him for speaker. Representatives Louie Gohmert of Texas and Ted Yoho of Florida have put themselves forward as alternatives.Don’t get too caught up in the idea of a Speaker Yoho or a Speaker Gohmert. With his expanded 246-seat majority in the House, Mr. Boehner has a nice cushion and would have to be abandoned by 29 Republicans for his title to be in jeopardy. His allies consider that highly unlikely.Still, the threat highlights the difficulty Mr. Boehner faces in assembling a working majority without at least some Democratic help. It also reflects the changing nature of Congress. Few lawmakers of the past would dare stray on such a party-loyalty vote and risk the wrath of the leadership. But today,they would rather register their objections and pay the price than stay silent.Once they get through the pomp and celebration of opening day, House and Senate Republicans will turn to approving the Keystone XL pipeline, a measure they are confident they can get to the president’s desk.Things get a little trickier after that, considering party divisions over what to do about health care, the push for a balanced budget and the multiple other big-ticket issues that await.— Carl HulseSo begins one of the more peculiar periods in politics, where White House hopefuls start running for the presidency without saying plainly that they are doing so.Former Gov. Jeb Bush of Florida kicked off the pre-primary season last month by writing on Facebook that he was “actively exploring” a bid, and Mike Huckabee, a former Arkansas governor, threw his hat in the vicinity of the ring by announcing on his Fox talk show on Saturday that he was ending the program because he could not rule out the possibility of running.Some of this is an authentic testing of the waters. Yet it also ritual. Would-be candidates typically want to get through the holidays and the State of the Union address before formally declaring.A candidate could officially arise in the next few weeks. But for now, it seems likely that when a group of Republicans land in Iowa this month for a forum sponsored by Representative Steve King, each one will be there only as a potential candidate. That at least six are showing up for a single event in Iowa, more than a year before the presidential kickoff take place there, highlights a truism: The time and tides of Iowa’s caucuses wait for no man.— Jonathan MartinMario Cuomo was his own favorite interlocutor.I had sent him some hypothetical questions a year ago to suggest the gist of a video interview that would appear on NYTimes.com only after his death. He was already ailing, though, and demurred. But he responded by email, after deleting several questions and recasting others to frame answers that he favored.It wasn’t his only mind game.There was the time he refused to take my calls at the governor’s office because he was angry about what someone else at The Times had written. But he couldn’t help but come to the phone to make his case when I baited him at home almost every weekend.Here is a partial transcript of the last interview I tried to conduct with him.How big a role did discrimination play in your life?I was born in the back room of a grocery store and spent my early years listening to my mother’s and father’s Italian language almost exclusively. When they took me to P.S. 50 in South Jamaica, Queens, and registered me for kindergarten I was at a loss because I couldn’t speak the English that the teacher and other students were speaking. I was sent home and spent the next year being tutored by my older sister and brother and went back to kindergarten again. This time they kept me.Did you ever feel insecure – personally or professionally – because of your background?No!(Deleted: You could have become a Supreme Court justice. Why didn’t you?) Do you have any career regrets?I don’t have any career regrets. I’ve loved being a lawyer, I’ve loved being a public servant, I’ve loved being a teacher, I’ve loved being a coach and I’ve loved dodging bullets fired by eager reporters.(Deleted: What was your biggest failure, your biggest accomplishment?) What do you hope to be remembered for?I’ve left instructions that when I die and am buried they write on my tombstone:“Mario M. Cuomo — Born June 15, 1932He tried!”— Sam RobertsFor Senator Harry Reid, it seems like things can’t get much worse.How tough has it been? The departing majority leader presided over two of the least productive congressional sessions in modern history. In November, voter dissatisfaction left Democrats beaten badly at the polls, relegating Mr. Reid of Nevada to minority leader — a defeat that will make his re-election bid in 2016 more challenging.(There was a bright spot near 2014’s end. He used the lame-duck Congress to usher through many of President Obama’s nominees to confirmation while Democrats still had the majority.)Then on New Year’s Day, Mr. Reid took a tumble while exercising, leaving him with broken facial bones and cracked ribs.Despite the fall, Mr. Reid, a former amateur boxer, will not be resting for long. He is scheduled to be back in Washington for the opening round of another Congress on Tuesday.— Alan RappeportThe Times was succinct in October 1966 in asking one of the biggest questions of that year’s congressional elections:“Will the voters of an old, poorly governed yet occasionally sophisticated state become the first to choose a Negro for their United States senator in anything that could be remotely referred to as modern political history?”The answer was yes, and Edward W. Brooke III, a liberal Republican — at a time when there was such a thing — went on to serve two terms as a senator from Massachusetts. By the time of his death on Saturday at age 95, his groundbreaking role in American politics (The Times called his candidacy “experimental”) had been overshadowed by, among other things, the election of a black president.The 1966 election wasn’t the first time Mr. Brooke had been a political pioneer. Four years earlier, he had been the first African-American to be elected attorney general of any state, a development that President John F. Kennedy called “the biggest news of the country.”Still, that attention sometimes rankled. The Times’s Douglas Martin, in his obituary of Mr. Brooke, wrote that the former senator “grew tired of being called ‘first this, first that.’”Like it or not, Mr. Brooke made history. And his role as the first black senator in the post-Reconstruction era was always going to lead his obit.— Steve KennyPresident Obama’s first day of business after his return to Washington from his Christmas vacation.The Association of American Law Schools annual meeting in Washington, where Justice Ruth Bader Ginsburg and Anita Hill are scheduled to speak.The trial of Dzhokhar Tsarnaev, accused of bombing the Boston Marathon in 2013, which is scheduled to start in Boston.A two-week vacation can, at the beginning, seem like forever. But then the end closes in, and you’re rushing to get everything done.For President Obama, that meant a hectic Saturday — and no golf.In the span of several hours, he managed to squeeze in visits to the beach, his grandfather’s grave, his half sister’s house and a local restaurant. Plus there was a little time to drop in on a rock star.It became frenetic at 3 p.m. when Mr. Obama took his daughters, Malia and Sasha, to the cemetery where his maternal grandfather is buried. Less than 10 minutes later, they were back in the motorcade to visit the president’s half sister, Maya Soetoro-Ng. Along the way, they passed the Punahou School, which Mr. Obama attended from the 5th through the 12th grades.Twenty minutes later, the president was on the road again, headed to the home of the Pearl Jam lead singer Eddie Vedder.The White House would initially only say that “the president and Sasha and Malia Obama are visiting friend Eddie Vedder and family,” but did not clarify whether it was the rock star or just some guy who happened to have the same name. But after a little prodding, the White House clarified.On the way to Joint Base Pearl Harbor-Hickam for the flight to Washington, the first family stopped at Buzz’s Lanikai, a steak restaurant that serves lamb, ribs and crab legs and features a salad bar loaded with avocados and pineapples.By 9:30 p.m., they were making their way down the receiving line at the base. A woman in the crowd shouted, “Selfie! Selfie!” while Mr. Obama shook hands and exchanged fist bumps with onlookers.Eleven hours later, they were back at the White House.— Michael S. SchmidtSome New York officers again turned their backs on Mayor Bill de Blasio during a police funeral.Republicans are planning to act swiftly to advance their plans on energy and health care when they take control of Congress on Tuesday.Representative Steve Scalise‘s penchant for talking to everyone may be what led the Louisiana Republican to address a group of white supremacists in 2002.Former Gov. Jeb Bush of Florida is on the presidential fund-raising trail, heading to Greenwich, Conn., this week to sound out donors, according to the Hearst Connecticut Media Group.Deval Patrick, the first black governor in Massachusetts, leaves office with a substantial list of accomplishments offset by his failure to bring the bureaucracy in line, The Boston Globe says.The Washington Post examines the post-conviction life of former Gov. Bob McDonnell of Virginia.The director and stars of the movie “Selma” tell Ebony magazine that the events it depicts were a forerunner to the #BlackLivesMatter movement.",politics
"In Week 13 of his rookie season, in a game against Baltimore, Griffin was hurt when Ravens defensive end Haloti Ngata slammed into him on a tackle, twisting Griffin’s right knee. He was clearly hurt, but he hopped and hobbled for several plays before leaving the game. The diagnosis was a Grade 1 sprain.Griffin sat out one game, but he played the next two — helping Washington wrap up its first division title in 13 years. Then, in perhaps the most demoralizing moment of his career, Griffin played against Seattle in a wild-card playoff game. Clearly weakened, he became less and less effective as the game and the pain wore on. He should have been taken out, should have taken himself out for the sake of his team and his career.But unlike Rose, Griffin and his team were thinking about the moment. He eventually crumpled to the turf chasing a fumbled snap. And as a result of aggravating his injured knee, Griffin may never be the same player.Griffin had been determined to stay in the game to show leadership and courage. That was all well and good, but his valor has not stopped the Washington fans who once saluted his toughness from calling for him to be replaced, first by Kirk Cousins and then by Colt McCoy.This was what Rose was referring to when he said his injuries — and the fan reaction to them — had shown him what was real. Athletes are mere cogs in a wheel, discarded as soon as they are no longer useful.In April 2012, a year after he was named the N.B.A.’s most valuable player, Rose tore the anterior cruciate ligament in his left knee during the opening game of the playoffs. He was cleared to play by team doctors in March 2013 but chose to continue to sit out, even as the Bulls scraped and clawed their way into the conference semifinals without him. He was criticized for not playing in that first-round series against the Nets, which the Bulls won in seven games.Last year he injured his right knee, and tests confirmed that he had torn his meniscus and needed surgery. Rose was shut down for the season.",sports
"The daily fantasy sports companies DraftKings and FanDuel have agreed to merge after a turbulent year in which both of their values plummeted as several attorneys general questioned the legality of their games in their states.The merger must be approved by regulators and will take time — the companies said they expected the deal to close in the second half of 2017. Until then, both sides will operate under their own brands.The merger was one of necessity: Lobbying and legal costs had damaged both companies’ bottom lines to the extent that representatives of the companies last month asked the New York attorney general’s office to allow them to pay a combined $12 million settlement in installments after claims that they employed false and deceptive advertising practices, two people familiar with those negotiations said.In recent weeks, according to these two people, FanDuel, based in New York, laid off more than 60 people, and both companies have acknowledged that they are months behind in their payments to vendors, especially to the array of public relations and lobbying firms that they have employed across the nation to persuade individual state legislatures to legalize daily fantasy games — the most critical component of rebuilding their business.",sports
"NAIROBI, Kenya — As I thought about the recent violence in the Central African nation of Burundi, I recalled a trip I made there three years ago. I realized that something I’d seen in 2012 was a key to why the coup attempt in May by a group of army officers had failed.The capital city, Bujumbura, is bordered by hills that roll down toward Lake Tanganyika. At first sight, the lake, which is estimated to be the second largest freshwater body in the world, is stunningly beautiful. But the illusion of a paradise soon ended when I visited the beaches. They were littered with garbage, the shoreline so polluted that fishermen had to venture far from shore to catch fish.A short drive away, though, is one of the exclusive resorts you’d expect to find, given the setting: the Hotel Club du Lac Tanganyika. During my visit, at least, few of the guests were tourists. Instead, the hotel was bustling with American and European military advisers.The reason these trainers were in town was because Burundi was supplying troops to the African Union’s peacekeeping force in Somalia, known by its acronym, Amisom. In 2007, an African Union resolution established the Somalia mission. Uganda, always gung-ho in military matters, was the first to send in forces. Then, to the surprise of many, Burundi contributed more than 5,000 soldiers.",politics
"The Neon DemonJune 24They say modeling is a tough business, but most newcomers don’t have as much trouble as Jesse (Elle Fanning) when she moves to Los Angeles to get her start. There she finds women who will do anything (horror-movie anything) to take her youth and beauty. With Christina Hendricks, Keanu Reeves, Jena Malone and Bella Heathcote. Nicolas Winding Refn wrote and directed.",movies
"NEW DELHI — On the evening of Feb. 20 at around 8:40 p.m., while the graduate student Kanhaiya Kumar was locked up in Tihar Jail on sedition charges, his profile picture on Facebook was changed. The new photo, which showed a group of soldiers levering a flag-pole into a wasted hilltop, looked familiar except for one detail. In place of the Stars and Stripes flapping in the wind in Joe Rosenthal’s original 1945 shot of Iwo Jima, an Indian flag was flying full and proud.It is likely that Mr. Kumar’s account was hacked, and that his picture was replaced to signal that subversive thinking will always be surmounted by nationalists, like that hilltop by the valiant warriors.The same altered photo had recently been brandished on prime-time television by Sambit Patra, a spokesperson for the ruling Bharatiya Janata Party. “Look at our Indian soldiers!” he had remonstrated. “Indian soldiers, dying, but holding up the tricolor at the border.” The government has been quick to use images as political ammunition, never mind their veracity.The B.J.P. won its historic majority in 2014 thanks partly to its masterful handling of optics. Narendra Modi, who would become prime minister, often campaigned via hologram, even winning a place in the Guinness World Records for most simultaneous virtual appearances. But well into its second year in power, with TV media acting as enablers, an image-addicted B.J.P. risks losing both technical and ethical control over what it shows the country.",politics
"To the Sports Editor:Re “Citing N.B.A. Example, Senators Urge N.F.L. to Act on Redskins,” May 22: Anyone who believes the name of Washington’s N.F.L. franchise is a racial slur should not use the word. It’s that simple.This doesn’t apply only to Daniel Snyder, the team’s owner, who is digging in his heels. In time, he will be on the losing side of this discussion.That said, the responsibility of right behavior lies with all of us all of the time. This is true for all individuals, corporations, news media outlets and others. Anything less is hypocritical.If senators are offended by the name, don’t make speeches using it. If all of us stop referring to the Washington franchise by its current name, it will find another name — and quick.",sports
"“Frankly, it’s more related to Asian people,” Jeb Bush said Monday in defense of his use of the term “anchor baby.” It had to have been one of the least artful clarifications of the 2016 presidential campaign.The term, when used by Donald Trump, among others, refers to any American child of an unauthorized immigrant, even an immigrant who has been present in the country for many years. But Mr. Bush used it to talk about the much narrower phenomenon of birth tourism: when foreign nationals travel here temporarily to give birth to children, without any immediate intention of taking up residence.Both candidates have come under criticism because of the term’s dehumanizing implication of instrumentality, in either sense of its use: that immigrants have babies to serve as “anchors” that ward off deportation and make it easier to get citizenship for themselves in the future, unlike Americans, who have babies for all the normal reasons.“It offends a lot of people,” Marco Rubio said. “I don’t use the term.”“They’re called babies,” Hillary Clinton said on Twitter.",politics
"In a quest to create a similar place of their own, the Leshes searched for real estate near their home, eventually finding a restaurant space with a separate ballroom, located on a canal. In just six weeks they remodeled it and then reopened it as Terrapin Crossroads — a frantic push that Ms. Lesh says created a start-up-like work environment. Their sons, Grahame and Brian, and a few of their friends, all musicians in their 20s, were hired to man the doors or work as lighting or sound technicians. They pitched in on other tasks, as needed. “Everybody did everything,” said Ms. Lesh.The Leshes saw their new venture as a community gathering space first and a business second. “We had no idea whether it was ever going to be profitable,” Mr. Lesh said. Yet they wanted Terrapin Crossroads at least to sustain itself financially.Early on, Mr. Lesh’s presence at Terrapin Crossroads was crucial for business. In a single day, he could be seen playing in the bar, eating in the restaurant and jamming late into the night in the Grate Room, the former ballroom, which was refurbished to reflect his acoustic preferences. As Mr. Helm, who died in 2012, had in Woodstock, Mr. Lesh began inviting well-known musicians to join him onstage. Guests have included John Mayer, Gregg Allman and the former Grateful Dead and Furthur member Bob Weir. Nearly every Phil Lesh and Friends concert has sold out; tickets are $79. Unlike Grate Room performances, music sessions in the bar are free.",business
"Violence, or its absence, has long been at the center of debates among privacy advocates. When the privacy scholar Daniel Solove, for example, published a taxonomy of privacy infringement in 2006, a fellow law professor, Ann Bartow, was unimpressed. Though she agreed with his overall argument, she felt that the paper “frames privacy harms in dry, analytical terms that fail to sufficiently identify and animate the compelling ways that privacy violations can negatively impact the lives of living, breathing human beings beyond simply provoking feelings of unease”; his taxonomy, she complained, lacked “enough dead bodies.”“Most privacy problems,” Solove argued dryly in response, “lack dead bodies.” They also lack most of the other egregious consequences that people tend to emphasize when they want to up privacy’s perceived stakes. Elsewhere, Solove has pointed out that such arguments are more often than not made with reference to the dire intrusions of George Orwell’s “1984,” a convenient shorthand for the crises of authoritarian omnipotence. The villain invoked is the rapacious watcher — the bilateral, panoptic “telescreen” in Winston’s home — backed by ruthless violence. “Under this paradigm,” Solove wrote, “privacy is invaded by uncovering one’s hidden world, by surveillance and by the disclosure of concealed information.” Durbin himself is a lawyer, as he reminded Zuckerberg, and implicit in his prosecution was the basic distinction of privacy law as conceived in the late 19th century: There is information that is private and information that is public, and the transgression of that boundary is a slippery slope to murder.What Durbin discovered is that Zuckerberg was delighted to argue on that terrain. Facebook has no trouble endorsing an argument for privacy in the terms of revelation — the revelation of location information that might be seen by a knife-wielding antagonist, at an extreme, or simply the drunken photos that might be seen by your boss. Our company, he said countless times over the course of his own interrogation, has menus upon menus of options to restrict the information other people might see and has limited third-party access since 2015. Besides, most users believe that they know what they are and aren’t broadcasting: If despised billionaires don’t post their hotel information, they won’t be killed, and if everybody else doesn’t post drunken photos, they won’t lose their jobs. All of this creates the impression that the adverse consequences of Facebook usage are only matters of disclosure, and that any breaches over the past few years are probably the user’s own fault.Advertisement Continue reading the main storySolove proposed we relinquish our “1984” fixation and find metaphorical support in Franz Kafka’s “The Trial”: “a more thoughtless process of bureaucratic indifference, arbitrary errors and dehumanization, a world where people feel powerless and vulnerable, without any meaningful form of participation in the collection and use of their information.” In part this is about the difference between state and corporate power, but it’s also about effects subtler and further-reaching than the simple surveillance of what we mutter in bed.PhotoWe ought to worry, on his view, much less about the Thought Police and much more about how our informational profiles harden into the invisible architecture of our everyday lives. It’s not that we might be observed or killed in our sleep, but rather that the availability of loans or jobs or romantic partners or upscale hotel rooms are already being silently and automatically withdrawn from “people like us” — people with our politics, people of our skin color, people with certain friends or predispositions, people without the wealth and power of Mark Zuckerberg. Or, in the case of the Cambridge Analytica scandal, it’s that our political affiliations are being arranged on the basis of our greatest vulnerabilities. Zuckerberg is more than happy to grant Durbin a victory that leaves all of this potential intact.The best recent definition of privacy doesn’t require hotel-room carnage to make a case for why we should still pay attention to our persistent feelings of unease. The philosopher Helen Nissenbaum defines privacy not as one right to be balanced with others but as the condition of what she calls “contextual integrity.” When we talk about privacy, she says, we’re not talking about the difference between the intimacy of the bedroom and the scrutiny of the park, but rather the specific norms and expectations that govern communication among various parties at different times and places. The old public-private distinction, she writes, postulates “only two contexts with distinct sets of informational norms for each — privacy constraints in the private, anything goes in the public. The framework of contextual integrity, by contrast, postulates a multiplicity of social contexts, each with a distinctive set of rules governing information flows.” There are things we discuss with lovers that we don’t discuss with bosses, and things we discuss with doctors that we might not discuss with lawyers, and so on.There are a variety of possible policy implications — beginning with the idea that a one-size-fits-all legal-consent model, where clicking “I agree” signs all your data away, should be regarded as nonsense. But the idea of contextual integrity is most immediately useful as a diagnostic aid in the absence of dead bodies, a way to render precise our otherwise vague sense of agitation. It does a lot, for example, to explain exactly what’s so unsettling about the Cambridge Analytica issue, and why the congressional hearings were so unsatisfying. Many of the questions from our elected officials seemed to turn on the epiphany that what seemed like a service to connect friends was actually a service to sell ads, but most Facebook users are neither that stupid nor that naïve; everybody knows at this point that if you’re not paying for something, you’re the product being sold. Yes, that omnipresent shoe ad might be creepy, but as autonomous subjects we feel more than capable of simply not buying the shoes. Our decision to purchase one shoe over another doesn’t seem to have broad social consequences.Until all of a sudden we weren’t talking about shoe ads anymore, and we weren’t talking about minor personal decisions that could easily be reversed. It turned out we had been prepared to accept some intermingling of the norms of personal communication with the norms of the commercial marketplace, but even the most cynical among us didn’t quite realize the implications of letting all that bleed into the political. There was at last clear evidence to support a notion of privacy as a social good rather than an individual right — and, finally, a way to talk about why privacy matters without recourse to sensationalism. The “dead bodies” of the privacy debate might finally be laid to rest.",business
"WASHINGTON — Senate Democrats were slightly surprised when Republicans told the White House budget director this month not to bother making the ritual presentation of a spending plan. They were absolutely astonished when Senate Republicans took the power struggle to an entirely new level by announcing that they would not even shake hands with a Supreme Court nominee selected by the duly elected president of the United States.“This is so far outside of the usual conduct,” Senator Tom Udall, Democrat of New Mexico, said on Wednesday. “This is hardball politics over the Supreme Court, unfortunately.”The conflict between Republicans and President Obama has entered a new phase after another year of confrontation. Republicans circumvented the White House to invite the prime minister of Israel to address Congress. They wrote a letter warning the leaders of Iran that a nuclear deal could be unraveled. They snubbed the budget chief. Now they have no interest in meeting a court nominee.Republicans say that they are fully within their rights to refuse to act on a nominee, and that Democrats would do the same thing if their situations were reversed.",politics
"LONDON — Barclays said on Monday that it had agreed to sell its precious metals storage business in Britain to ICBC Standard Bank for an undisclosed amount.The British bank, which is in the midst of a reshaping under its new chief executive, James E. Staley, is seeking to improve its prospects by accelerating the sale of businesses it does not consider core operations. The bank has focused its strategy around two divisions: the British consumer bank, and the corporate and investment bank.Barclays announced its intention to exit from precious metals in January and moved the business into its noncore operations.“This sale represents further progress with our noncore rundown as we work to simplify Barclays’ operations and achieve our cost and capital reduction commitments,” John Mahon, a co-leader of the division of the bank known as Barclays Non-Core, said in a news release.",business
